symbol,entry_ts,exit_ts,entry_price,exit_price,take_profit,stop_loss,raw_rr,rsi_at_entry,exit_reason,hold_hours,pnl_pct,pnl_usd,size_usd
PAXG,2025-09-05 08:00:00+00:00,2025-09-05 13:00:00+00:00,3552.98,3590.0,3590.0,3450.0,0.36,77.98488804877188,TP,5,1.0419422569223575,1337.2208818148863,128339.25036927762
ENA,2025-09-10 07:00:00+00:00,2025-09-14 04:00:00+00:00,0.8091,0.737,0.964,0.737,2.15,65.78196306558594,SL,93,-8.911135829934501,-11548.714144763411,129598.67703922426
DOGE,2025-09-15 01:00:00+00:00,2025-09-22 00:00:00+00:00,0.27809,0.256,0.307,0.256,1.31,71.1546533991126,SL,167,-7.943471537991297,-9371.639687962775,117979.14354122085
PAXG,2025-09-30 09:00:00+00:00,2025-09-30 14:00:00+00:00,3830.12,3860.0,3860.0,3765.0,0.46,76.05788120235827,TP,5,0.7801322151786395,846.7738326406434,108542.34912562146
APT,2025-10-01 10:00:00+00:00,2025-10-02 01:00:00+00:00,4.584,4.9,4.9,4.3,1.12,60.692916567900944,TP,15,6.893542757417119,7536.262170184266,109323.49932950821
APT,2025-10-02 02:00:00+00:00,2025-10-02 20:00:00+00:00,4.887,5.2,5.2,4.5,0.81,68.9844555588696,TP,18,6.404747288725203,7480.082336430052,116789.6561601712
APT,2025-10-02 21:00:00+00:00,2025-10-03 14:00:00+00:00,5.19,5.4,5.4,4.7,0.43,74.84202934486906,TP,17,4.046242774566473,5025.238814245422,124195.18783777977
APT,2025-10-03 15:00:00+00:00,2025-10-09 13:00:00+00:00,5.342,4.9,6.1,4.9,1.71,77.18860934551927,SL,142,-8.274054661175576,-10685.354635611287,129142.90602587238
BNB,2025-10-09 14:00:00+00:00,2025-10-10 20:00:00+00:00,1256.46,1190.0,1350.0,1190.0,1.41,70.26003741698558,SL,30,-5.289464049790685,-6262.0106972124195,118386.48752060655
TRUMP,2025-10-28 01:00:00+00:00,2025-10-29 10:00:00+00:00,7.02,8.2,8.2,6.0,1.16,63.103367835848644,TP,33,16.809116809116805,18835.82769652899,112057.212228503
TRUMP,2025-10-29 11:00:00+00:00,2025-11-04 23:00:00+00:00,8.296,6.9,9.2,6.9,0.65,78.0745941880766,SL,156,-16.82738669238186,-22012.66443713897,130814.51588145057
PAXG,2025-12-02 23:00:00+00:00,2025-12-09 23:00:00+00:00,4204.84,4215.63,4365.0,4080.0,1.28,60.473422341442365,TIMEOUT,168,0.25660905052273003,279.02790583121964,108736.58012561165
UNI,2025-12-22 08:00:00+00:00,2025-12-24 07:00:00+00:00,6.246,5.6,7.0,5.6,1.16,63.14999138774539,SL,47,-10.342619276336867,-11268.305263657803,108950.20847802873
UNI,2025-12-29 02:00:00+00:00,2026-01-05 02:00:00+00:00,6.287,5.974,7.0,5.6,1.04,64.8011158199126,TIMEOUT,168,-4.978527119452835,-4860.2026079805355,97623.30286381359
FET,2026-01-05 03:00:00+00:00,2026-01-06 04:00:00+00:00,0.2773,0.301,0.301,0.261,1.45,75.73000569560404,TP,25,8.54670032455824,7923.427993657765,92707.45074435858
FET,2026-01-06 05:00:00+00:00,2026-01-13 05:00:00+00:00,0.2969,0.2843,0.33,0.261,0.93,79.52464180066605,TIMEOUT,168,-4.243853149208487,-4268.064724726046,100570.50926755262
SOL,2026-01-13 06:00:00+00:00,2026-01-19 00:00:00+00:00,139.95,132.0,154.0,132.0,1.77,64.84275247401729,SL,138,-5.680600214362264,-5467.275029363344,96244.6717433209
PAXG,2026-02-25 19:00:00+00:00,2026-02-28 09:00:00+00:00,5209.72,5480.0,5480.0,5025.0,1.46,60.46105371102761,TP,62,5.1879947482782125,4706.7012820567015,90722.93844589488
PAXG,2026-03-02 16:00:00+00:00,2026-03-09 16:00:00+00:00,5328.6,5111.51,5600.0,5025.0,0.89,61.737263320582024,TIMEOUT,168,-4.074053222234736,-3885.521949623117,95372.39053278239
TAO,2026-03-10 01:00:00+00:00,2026-03-12 16:00:00+00:00,195.9,216.0,216.0,146.0,0.4,60.94965543989741,TP,63,10.260336906584989,9381.229670169132,91431.98469582754
ICP,2026-03-12 17:00:00+00:00,2026-03-19 17:00:00+00:00,2.637,2.491,3.0,2.4,1.53,62.60947800432765,TIMEOUT,168,-5.5365946150929055,-5578.270528836815,100752.73551056637
TAO,2026-03-20 23:00:00+00:00,2026-03-24 00:00:00+00:00,276.3,301.0,301.0,251.0,0.98,75.2055930624381,TP,73,8.939558450959098,8503.072787008778,95117.36886844237
TAO,2026-03-24 01:00:00+00:00,2026-03-25 00:00:00+00:00,297.6,344.0,344.0,251.0,1.0,75.3185053383155,TP,23,15.591397849462357,16146.18324071306,103558.27871629762
FET,2026-03-25 01:00:00+00:00,2026-04-01 01:00:00+00:00,0.2495,0.2305,0.295,0.212,1.21,70.66090184501593,TIMEOUT,168,-7.615230460921839,-9110.30200806221,119632.65005323805
ALGO,2026-04-01 07:00:00+00:00,2026-04-01 11:00:00+00:00,0.101,0.106,0.106,0.09,0.44,72.81313334427897,TP,4,4.950495049504941,5468.12101897821,110456.04458336005
SUI,2026-04-08 01:00:00+00:00,2026-04-15 01:00:00+00:00,0.9563,0.9415,1.073,0.861,1.22,62.3111771556545,TIMEOUT,168,-1.5476314963923492,-1793.0026129196383,115854.62153615177
BTC,2026-04-15 02:00:00+00:00,2026-04-22 02:00:00+00:00,74613.28,77604.71,84500.0,70700.0,2.53,65.62202566519917,TIMEOUT,168,4.009246075229514,4570.267585005903,113993.19221742389
XLM,2026-04-22 03:00:00+00:00,2026-04-28 10:00:00+00:00,0.18,0.163,0.21,0.163,1.75,67.39592207469187,SL,151,-9.444444444444438,-11190.942504185632,118492.33239725971
JUP,2026-04-28 11:00:00+00:00,2026-05-05 11:00:00+00:00,0.1933,0.1848,0.207,0.173,0.68,70.80137665046082,TIMEOUT,168,-4.397309881013972,-4715.54402011505,107237.01871626334
BTC,2026-05-05 12:00:00+00:00,2026-05-10 17:00:00+00:00,81014.05,81366.35,83600.0,76500.0,0.57,71.71237925105383,OPEN,125,0.43486284169227796,445.56034165407686,102459.97103826332
