sr_max_distance_atr,sr_sl_atr_mult,major_only,btc_rsi_floor,mt_not_downtrend,relative_volume,btc_uptrend,rsi_cap,min_token_rsi,min_confluence,min_touches,tp_cascade,min_rr,max_hold_days,cascade_skipped,n_published,n_filled,fill_rate_pct,win_rate_pct,avg_win_pct,avg_loss_pct,avg_pnl_filled_pct,expectancy_per_signal_pct,score,n_tp,n_sl,n_timeout
2.0,1.0,True,50.0,False,True,False,0.0,60.0,0.0,3,True,2.0,7,256,345,205,59.42,35.61,9.227,-5.465,-0.234,-0.139,-1.987,32,113,52
2.0,1.0,True,50.0,False,True,False,0.0,60.0,50.0,3,True,2.0,7,256,345,205,59.42,35.61,9.227,-5.465,-0.234,-0.139,-1.987,32,113,52
3.0,0.5,False,0.0,True,False,True,0.0,60.0,0.0,3,True,2.0,7,53,363,241,66.39,24.48,8.761,-3.117,-0.209,-0.139,-2.158,49,179,13
3.0,0.5,False,0.0,True,False,True,0.0,60.0,50.0,3,True,2.0,7,53,363,241,66.39,24.48,8.761,-3.117,-0.209,-0.139,-2.158,49,179,13
3.0,1.0,True,0.0,False,True,False,80.0,60.0,0.0,3,False,2.0,7,0,368,206,55.98,42.23,6.91,-5.484,-0.25,-0.14,-2.006,62,99,40
3.0,1.0,True,0.0,False,True,False,80.0,60.0,50.0,3,False,2.0,7,0,368,206,55.98,42.23,6.91,-5.484,-0.25,-0.14,-2.006,62,99,40
2.0,1.0,False,0.0,False,True,False,80.0,60.0,0.0,0,False,2.0,7,0,437,271,62.01,44.65,6.754,-5.856,-0.226,-0.14,-2.303,90,127,47
2.0,0.5,False,0.0,False,True,False,0.0,60.0,0.0,0,False,2.0,7,0,476,302,63.45,29.14,7.068,-3.219,-0.221,-0.14,-2.44,76,210,11
3.0,0.5,True,50.0,False,False,False,80.0,60.0,0.0,3,False,2.0,14,0,984,539,54.78,26.9,7.818,-3.226,-0.255,-0.14,-3.245,134,389,9
3.0,0.5,True,50.0,False,False,False,80.0,60.0,50.0,3,False,2.0,14,0,984,539,54.78,26.9,7.818,-3.226,-0.255,-0.14,-3.245,134,389,9
3.0,1.0,True,50.0,False,True,True,0.0,60.0,0.0,0,False,2.0,14,0,173,115,66.47,42.61,7.874,-6.214,-0.211,-0.141,-1.507,46,66,3
2.0,1.0,False,50.0,True,True,True,0.0,0.0,0.0,0,False,2.0,7,0,209,150,71.77,44.67,7.719,-6.585,-0.196,-0.141,-1.724,58,80,12
2.0,0.5,True,50.0,False,True,False,0.0,0.0,0.0,0,False,2.0,14,0,560,351,62.68,26.21,8.056,-3.166,-0.225,-0.141,-2.641,85,254,6
2.0,0.5,False,50.0,True,False,False,80.0,60.0,0.0,3,False,2.0,14,0,758,448,59.1,28.12,6.968,-3.057,-0.238,-0.141,-2.974,122,318,2
2.0,0.5,False,50.0,True,False,False,80.0,60.0,50.0,3,False,2.0,14,0,758,448,59.1,28.12,6.968,-3.057,-0.238,-0.141,-2.974,122,318,2
2.0,0.5,True,0.0,False,False,True,80.0,0.0,0.0,0,True,2.0,14,255,779,472,60.59,22.03,11.47,-3.54,-0.233,-0.141,-3.069,91,365,16
2.0,1.0,True,0.0,False,False,False,0.0,60.0,0.0,3,False,2.0,14,0,1074,630,58.66,43.17,7.978,-6.483,-0.24,-0.141,-3.528,240,337,44
2.0,1.0,True,0.0,False,False,False,0.0,60.0,50.0,3,False,2.0,14,0,1074,630,58.66,43.17,7.978,-6.483,-0.24,-0.141,-3.528,240,337,44
2.0,0.5,True,0.0,False,False,False,80.0,60.0,0.0,0,True,2.0,14,187,1171,672,57.39,22.92,10.424,-3.417,-0.245,-0.141,-3.643,136,513,14
3.0,0.5,False,0.0,True,False,False,0.0,0.0,0.0,0,True,2.0,7,228,1490,888,59.6,26.13,8.727,-3.408,-0.237,-0.141,-4.216,156,633,86
2.0,0.5,True,0.0,True,True,True,0.0,0.0,0.0,3,True,2.0,14,41,213,150,70.42,21.33,11.586,-3.398,-0.201,-0.142,-1.736,31,118,1
2.0,0.5,True,0.0,True,True,True,0.0,0.0,50.0,3,True,2.0,14,41,213,150,70.42,21.33,11.586,-3.398,-0.201,-0.142,-1.736,31,118,1
2.0,0.5,True,0.0,False,False,True,80.0,60.0,0.0,0,True,2.0,14,71,409,260,63.57,24.23,9.293,-3.267,-0.223,-0.142,-2.29,58,197,5
2.0,0.5,True,50.0,False,True,False,0.0,0.0,0.0,3,True,2.0,7,48,464,285,61.42,23.86,8.734,-3.04,-0.231,-0.142,-2.396,50,212,19
2.0,0.5,True,50.0,False,True,False,0.0,0.0,50.0,3,True,2.0,7,48,464,285,61.42,23.86,8.734,-3.04,-0.231,-0.142,-2.396,50,212,19
2.0,0.5,False,50.0,True,False,False,0.0,0.0,0.0,0,False,2.0,14,0,1184,718,60.64,28.41,7.491,-3.301,-0.234,-0.142,-3.808,198,504,7
3.0,0.5,True,50.0,False,False,False,0.0,0.0,0.0,3,False,2.0,14,0,1527,893,58.48,27.44,8.023,-3.367,-0.242,-0.142,-4.23,230,639,14
3.0,0.5,True,50.0,False,False,False,0.0,0.0,50.0,3,False,2.0,14,0,1527,893,58.48,27.44,8.023,-3.367,-0.242,-0.142,-4.23,230,639,14
3.0,0.5,True,0.0,False,True,True,0.0,60.0,0.0,0,True,2.0,14,40,183,122,66.67,22.95,9.558,-3.126,-0.215,-0.143,-1.581,26,94,2
3.0,0.5,True,50.0,True,True,False,0.0,0.0,0.0,0,False,2.0,14,0,462,267,57.79,24.34,8.609,-3.098,-0.248,-0.143,-2.343,59,198,5
2.0,0.5,False,0.0,True,False,True,0.0,60.0,0.0,0,True,2.0,7,93,390,271,69.49,25.46,8.887,-3.312,-0.206,-0.143,-2.356,56,199,16
3.0,0.5,True,0.0,False,False,True,80.0,0.0,0.0,3,False,2.0,14,0,722,407,56.37,25.8,9.067,-3.495,-0.254,-0.143,-2.894,101,302,4
3.0,0.5,True,0.0,False,False,True,80.0,0.0,50.0,3,False,2.0,14,0,722,407,56.37,25.8,9.067,-3.495,-0.254,-0.143,-2.894,101,302,4
2.0,1.0,False,0.0,False,True,False,80.0,0.0,0.0,0,False,2.0,14,0,845,530,62.72,41.32,8.947,-6.689,-0.228,-0.143,-3.291,196,287,39
3.0,0.5,True,50.0,True,False,False,0.0,0.0,0.0,3,False,2.0,7,0,1078,597,55.38,27.3,7.554,-3.192,-0.258,-0.143,-3.491,132,422,36
3.0,0.5,True,50.0,True,False,False,0.0,0.0,50.0,3,False,2.0,7,0,1078,597,55.38,27.3,7.554,-3.192,-0.258,-0.143,-3.491,132,422,36
2.0,0.5,True,0.0,True,False,False,80.0,0.0,0.0,0,False,2.0,14,0,1409,852,60.47,27.35,8.526,-3.534,-0.236,-0.143,-4.162,218,608,16
2.0,1.0,True,0.0,False,False,False,0.0,0.0,0.0,0,False,2.0,7,0,2342,1379,58.88,44.89,7.368,-6.442,-0.243,-0.143,-5.309,432,651,285
3.0,1.0,True,0.0,False,True,False,0.0,60.0,0.0,3,True,2.0,7,289,392,216,55.1,35.65,9.15,-5.473,-0.26,-0.144,-2.109,33,117,58
3.0,1.0,True,0.0,False,True,False,0.0,60.0,50.0,3,True,2.0,7,289,392,216,55.1,35.65,9.15,-5.473,-0.26,-0.144,-2.109,33,117,58
3.0,1.0,False,0.0,True,True,False,0.0,0.0,0.0,3,False,2.0,7,0,519,315,60.69,42.86,7.034,-5.691,-0.237,-0.144,-2.556,101,153,56
3.0,1.0,False,0.0,True,True,False,0.0,0.0,50.0,3,False,2.0,7,0,519,315,60.69,42.86,7.034,-5.691,-0.237,-0.144,-2.556,101,153,56
2.0,1.0,True,0.0,False,False,False,0.0,60.0,0.0,0,False,2.0,14,0,1219,700,57.42,42.71,8.321,-6.642,-0.25,-0.144,-3.801,262,379,47
2.0,0.5,False,50.0,True,False,False,0.0,0.0,0.0,0,True,2.0,7,139,1182,714,60.41,24.51,8.938,-3.218,-0.238,-0.144,-3.845,132,521,51
2.0,1.0,True,0.0,False,False,False,80.0,0.0,0.0,0,False,2.0,7,0,2299,1372,59.68,45.55,7.245,-6.505,-0.241,-0.144,-5.327,418,645,295
2.0,0.5,True,0.0,False,False,True,0.0,0.0,0.0,0,True,2.0,14,321,798,484,60.65,22.31,11.152,-3.511,-0.239,-0.145,-3.194,93,374,17
3.0,0.5,True,0.0,False,True,False,80.0,0.0,0.0,0,True,2.0,7,60,797,488,61.23,25.2,9.227,-3.426,-0.237,-0.145,-3.2,65,358,59
2.0,1.0,True,0.0,False,False,False,0.0,60.0,0.0,3,True,2.0,14,1980,1014,582,57.4,32.47,12.13,-6.208,-0.253,-0.145,-3.499,119,365,86
2.0,1.0,True,0.0,False,False,False,0.0,60.0,50.0,3,True,2.0,14,1980,1014,582,57.4,32.47,12.13,-6.208,-0.253,-0.145,-3.499,119,365,86
3.0,0.5,False,0.0,False,False,False,80.0,0.0,0.0,3,True,2.0,7,127,1950,1194,61.23,25.88,9.008,-3.465,-0.237,-0.145,-5.017,196,861,130
3.0,0.5,False,0.0,False,False,False,80.0,0.0,50.0,3,True,2.0,7,127,1950,1194,61.23,25.88,9.008,-3.465,-0.237,-0.145,-5.017,196,861,130
2.0,0.5,False,0.0,False,False,False,0.0,0.0,0.0,3,False,2.0,14,0,1978,1242,62.79,28.66,8.137,-3.594,-0.231,-0.145,-5.119,337,878,20
2.0,0.5,False,0.0,False,False,False,0.0,0.0,50.0,3,False,2.0,14,0,1978,1242,62.79,28.66,8.137,-3.594,-0.231,-0.145,-5.119,337,878,20
2.0,0.5,False,0.0,True,True,True,0.0,60.0,0.0,3,False,2.0,7,0,155,109,70.32,29.36,7.103,-3.247,-0.208,-0.146,-1.529,30,77,2
2.0,0.5,False,0.0,True,True,True,0.0,60.0,50.0,3,False,2.0,7,0,155,109,70.32,29.36,7.103,-3.247,-0.208,-0.146,-1.529,30,77,2
2.0,1.0,False,50.0,True,True,True,0.0,0.0,0.0,3,False,2.0,7,0,181,125,69.06,45.6,7.384,-6.579,-0.212,-0.146,-1.636,49,66,10
2.0,1.0,False,50.0,True,True,True,0.0,0.0,50.0,3,False,2.0,7,0,181,125,69.06,45.6,7.384,-6.579,-0.212,-0.146,-1.636,49,66,10
3.0,0.5,True,50.0,False,True,True,0.0,0.0,0.0,0,False,2.0,14,0,238,159,66.81,26.42,8.2,-3.24,-0.218,-0.146,-1.837,39,117,3
2.0,0.5,True,0.0,True,False,True,0.0,60.0,0.0,3,False,2.0,7,0,354,242,68.36,28.1,7.318,-3.157,-0.214,-0.146,-2.271,59,171,12
2.0,0.5,True,0.0,True,False,True,0.0,60.0,50.0,3,False,2.0,7,0,354,242,68.36,28.1,7.318,-3.157,-0.214,-0.146,-2.271,59,171,12
3.0,0.5,False,0.0,True,True,False,0.0,0.0,0.0,0,True,2.0,7,22,602,373,61.96,25.2,8.493,-3.177,-0.236,-0.146,-2.827,62,272,33
2.0,1.0,True,0.0,True,False,False,0.0,60.0,0.0,0,False,2.0,14,0,917,531,57.91,43.88,7.472,-6.291,-0.252,-0.146,-3.358,209,275,35
2.0,0.5,True,50.0,False,False,True,80.0,60.0,0.0,0,True,2.0,14,63,377,239,63.4,24.69,8.864,-3.212,-0.231,-0.147,-2.265,55,180,4
2.0,0.5,True,0.0,False,False,True,0.0,60.0,0.0,3,True,2.0,14,95,397,256,64.48,23.05,9.763,-3.22,-0.228,-0.147,-2.353,55,197,4
2.0,0.5,True,0.0,False,False,True,0.0,60.0,50.0,3,True,2.0,14,95,397,256,64.48,23.05,9.763,-3.22,-0.228,-0.147,-2.353,55,197,4
2.0,0.5,False,50.0,False,False,True,0.0,60.0,0.0,0,False,2.0,14,0,421,270,64.13,26.67,8.102,-3.258,-0.229,-0.147,-2.408,69,198,3
3.0,0.5,False,0.0,False,True,False,0.0,60.0,0.0,0,True,2.0,14,16,480,296,61.67,23.99,9.246,-3.232,-0.239,-0.147,-2.531,64,221,4
3.0,0.5,True,0.0,True,False,False,80.0,60.0,0.0,3,False,2.0,14,0,831,462,55.6,26.62,7.758,-3.175,-0.265,-0.147,-3.161,112,333,10
3.0,0.5,True,0.0,True,False,False,80.0,60.0,50.0,3,False,2.0,14,0,831,462,55.6,26.62,7.758,-3.175,-0.265,-0.147,-3.161,112,333,10
2.0,0.5,True,0.0,False,False,False,80.0,60.0,0.0,3,True,2.0,14,121,1031,604,58.58,23.51,9.703,-3.311,-0.251,-0.147,-3.62,124,457,15
2.0,0.5,True,0.0,False,False,False,80.0,60.0,50.0,3,True,2.0,14,121,1031,604,58.58,23.51,9.703,-3.311,-0.251,-0.147,-3.62,124,457,15
3.0,0.5,True,0.0,True,True,True,0.0,60.0,0.0,3,True,2.0,7,30,157,104,66.24,25.0,8.582,-3.159,-0.224,-0.148,-1.513,22,78,4
3.0,0.5,True,0.0,True,True,True,0.0,60.0,50.0,3,True,2.0,7,30,157,104,66.24,25.0,8.582,-3.159,-0.224,-0.148,-1.513,22,78,4
2.0,0.5,False,50.0,False,True,True,0.0,60.0,0.0,0,False,2.0,7,0,181,127,70.17,27.56,7.573,-3.172,-0.211,-0.148,-1.668,35,92,0
2.0,0.5,False,50.0,False,True,True,0.0,60.0,0.0,0,False,2.0,14,0,181,127,70.17,27.56,7.573,-3.172,-0.211,-0.148,-1.668,35,92,0
3.0,0.5,True,50.0,True,True,False,0.0,60.0,0.0,0,False,2.0,14,0,384,224,58.33,24.55,8.314,-3.041,-0.253,-0.148,-2.208,49,165,5
2.0,1.0,True,0.0,True,True,False,0.0,0.0,0.0,3,False,2.0,14,0,494,308,62.35,40.58,8.506,-6.209,-0.237,-0.148,-2.589,112,170,21
2.0,1.0,True,0.0,True,True,False,0.0,0.0,50.0,3,False,2.0,14,0,494,308,62.35,40.58,8.506,-6.209,-0.237,-0.148,-2.589,112,170,21
2.0,0.5,True,0.0,False,False,False,0.0,0.0,0.0,3,True,2.0,14,582,1921,1177,61.27,23.45,10.705,-3.594,-0.241,-0.148,-5.069,240,894,36
2.0,0.5,True,0.0,False,False,False,0.0,0.0,50.0,3,True,2.0,14,582,1921,1177,61.27,23.45,10.705,-3.594,-0.241,-0.148,-5.069,240,894,36
3.0,1.0,True,0.0,False,False,False,80.0,0.0,0.0,0,False,2.0,7,0,2323,1306,56.22,45.02,7.368,-6.512,-0.263,-0.148,-5.345,390,621,282
3.0,1.0,False,0.0,False,True,True,0.0,60.0,0.0,3,True,2.0,7,149,161,104,64.6,34.62,10.054,-5.675,-0.23,-0.149,-1.518,23,59,22
3.0,1.0,False,0.0,False,True,True,0.0,60.0,50.0,3,True,2.0,7,149,161,104,64.6,34.62,10.054,-5.675,-0.23,-0.149,-1.518,23,59,22
3.0,0.5,True,50.0,True,True,True,0.0,0.0,0.0,0,True,2.0,14,54,201,135,67.16,22.22,10.565,-3.304,-0.222,-0.149,-1.735,28,105,2
2.0,0.5,True,50.0,False,True,True,0.0,0.0,0.0,3,False,2.0,7,0,197,139,70.56,25.9,8.349,-3.203,-0.211,-0.149,-1.759,34,103,2
2.0,0.5,True,50.0,False,True,True,0.0,0.0,50.0,3,False,2.0,7,0,197,139,70.56,25.9,8.349,-3.203,-0.211,-0.149,-1.759,34,103,2
3.0,0.5,True,50.0,False,True,True,0.0,0.0,0.0,0,False,2.0,7,0,238,159,66.81,27.04,7.929,-3.244,-0.223,-0.149,-1.875,38,116,5
2.0,1.0,True,0.0,True,True,False,0.0,60.0,0.0,0,True,2.0,7,422,394,244,61.93,36.07,9.199,-5.565,-0.24,-0.149,-2.325,38,130,65
3.0,0.5,False,50.0,False,False,True,80.0,60.0,0.0,0,True,2.0,14,38,400,250,62.5,24.4,9.133,-3.263,-0.239,-0.149,-2.359,57,189,4
3.0,0.5,False,50.0,True,False,False,0.0,0.0,0.0,0,False,2.0,14,0,1200,704,58.67,28.55,7.386,-3.306,-0.253,-0.149,-3.945,194,491,8
3.0,0.5,False,0.0,True,False,False,80.0,0.0,0.0,0,False,2.0,7,0,1449,853,58.87,28.6,7.626,-3.41,-0.253,-0.149,-4.354,199,591,54
3.0,1.0,False,50.0,True,True,True,0.0,0.0,0.0,3,False,2.0,7,0,183,125,68.31,44.8,7.535,-6.513,-0.219,-0.15,-1.675,48,67,10
3.0,1.0,False,50.0,True,True,True,0.0,0.0,50.0,3,False,2.0,7,0,183,125,68.31,44.8,7.535,-6.513,-0.219,-0.15,-1.675,48,67,10
3.0,0.5,False,50.0,True,True,False,0.0,0.0,0.0,3,False,2.0,7,0,408,244,59.8,26.23,7.485,-3.001,-0.25,-0.15,-2.34,56,177,8
3.0,0.5,False,50.0,True,True,False,0.0,0.0,50.0,3,False,2.0,7,0,408,244,59.8,26.23,7.485,-3.001,-0.25,-0.15,-2.34,56,177,8
2.0,0.5,True,0.0,False,False,False,80.0,60.0,0.0,3,False,2.0,14,0,1040,609,58.56,27.59,7.799,-3.324,-0.255,-0.15,-3.691,157,436,10
2.0,0.5,True,0.0,False,False,False,80.0,60.0,50.0,3,False,2.0,14,0,1040,609,58.56,27.59,7.799,-3.324,-0.255,-0.15,-3.691,157,436,10
3.0,0.5,True,50.0,False,False,True,0.0,60.0,0.0,0,False,2.0,7,0,409,244,59.66,29.1,6.866,-3.174,-0.252,-0.151,-2.352,57,171,16
2.0,1.0,True,50.0,False,False,False,0.0,60.0,0.0,3,True,2.0,7,1788,950,538,56.63,37.55,8.577,-5.585,-0.267,-0.151,-3.514,71,283,175
2.0,1.0,True,50.0,False,False,False,0.0,60.0,50.0,3,True,2.0,7,1788,950,538,56.63,37.55,8.577,-5.585,-0.267,-0.151,-3.514,71,283,175
2.0,0.5,True,50.0,False,False,False,80.0,60.0,0.0,3,True,2.0,14,108,959,551,57.46,23.41,9.366,-3.207,-0.263,-0.151,-3.549,113,418,12
2.0,0.5,True,50.0,False,False,False,80.0,60.0,50.0,3,True,2.0,14,108,959,551,57.46,23.41,9.366,-3.207,-0.263,-0.151,-3.549,113,418,12
3.0,0.5,True,50.0,True,True,True,0.0,0.0,0.0,0,True,2.0,7,54,201,135,67.16,22.96,10.117,-3.309,-0.226,-0.152,-1.767,27,104,4
2.0,0.5,True,0.0,True,False,True,0.0,60.0,0.0,3,False,2.0,14,0,354,242,68.36,25.62,8.445,-3.208,-0.222,-0.152,-2.364,60,180,2
2.0,0.5,True,0.0,True,False,True,0.0,60.0,50.0,3,False,2.0,14,0,354,242,68.36,25.62,8.445,-3.208,-0.222,-0.152,-2.364,60,180,2
2.0,0.5,False,0.0,True,True,False,0.0,0.0,0.0,0,True,2.0,7,22,594,383,64.48,25.33,8.522,-3.206,-0.236,-0.152,-2.976,65,279,33
3.0,0.5,False,50.0,True,False,False,80.0,60.0,0.0,3,True,2.0,14,20,773,440,56.92,23.18,8.976,-3.057,-0.268,-0.152,-3.195,94,333,4
3.0,0.5,False,50.0,True,False,False,80.0,60.0,50.0,3,True,2.0,14,20,773,440,56.92,23.18,8.976,-3.057,-0.268,-0.152,-3.195,94,333,4
2.0,0.5,False,50.0,True,False,False,80.0,60.0,0.0,3,True,2.0,14,20,758,447,58.97,23.49,8.87,-3.06,-0.258,-0.152,-3.212,97,338,4
2.0,0.5,False,50.0,True,False,False,80.0,60.0,50.0,3,True,2.0,14,20,758,447,58.97,23.49,8.87,-3.06,-0.258,-0.152,-3.212,97,338,4
2.0,0.5,False,0.0,False,False,True,0.0,0.0,0.0,3,False,2.0,14,0,745,451,60.54,28.16,8.044,-3.503,-0.252,-0.152,-3.237,120,324,7
2.0,0.5,False,0.0,False,False,True,0.0,0.0,50.0,3,False,2.0,14,0,745,451,60.54,28.16,8.044,-3.503,-0.252,-0.152,-3.237,120,324,7
3.0,1.0,False,0.0,True,False,False,0.0,60.0,0.0,0,True,2.0,7,2220,936,503,53.74,37.57,8.668,-5.671,-0.283,-0.152,-3.414,71,259,162
3.0,0.5,True,50.0,True,False,False,0.0,0.0,0.0,0,True,2.0,7,441,1170,640,54.7,24.69,8.716,-3.227,-0.279,-0.152,-3.857,113,464,51
2.0,0.5,True,0.0,True,False,False,80.0,0.0,0.0,3,True,2.0,7,418,1296,758,58.49,25.73,8.589,-3.325,-0.26,-0.152,-4.19,118,544,88
2.0,0.5,True,0.0,True,False,False,80.0,0.0,50.0,3,True,2.0,7,418,1296,758,58.49,25.73,8.589,-3.325,-0.26,-0.152,-4.19,118,544,88
2.0,1.0,False,0.0,True,True,True,0.0,60.0,0.0,3,True,2.0,14,147,147,98,66.67,29.59,13.825,-6.136,-0.229,-0.153,-1.513,26,63,9
2.0,1.0,False,0.0,True,True,True,0.0,60.0,50.0,3,True,2.0,14,147,147,98,66.67,29.59,13.825,-6.136,-0.229,-0.153,-1.513,26,63,9
3.0,1.0,False,50.0,False,True,True,0.0,60.0,0.0,0,True,2.0,14,203,174,111,63.79,29.73,13.579,-6.086,-0.24,-0.153,-1.613,30,74,7
3.0,0.5,False,0.0,True,False,True,0.0,60.0,0.0,3,False,2.0,14,0,367,246,67.03,26.02,8.22,-3.198,-0.228,-0.153,-2.393,62,182,2
3.0,0.5,False,0.0,True,False,True,0.0,60.0,50.0,3,False,2.0,14,0,367,246,67.03,26.02,8.22,-3.198,-0.228,-0.153,-2.393,62,182,2
2.0,0.5,False,0.0,True,False,True,0.0,60.0,0.0,0,True,2.0,14,93,390,271,69.49,23.62,9.89,-3.347,-0.221,-0.153,-2.526,59,207,5
3.0,0.5,True,0.0,True,False,True,0.0,0.0,0.0,3,True,2.0,7,236,635,372,58.58,24.19,9.589,-3.405,-0.262,-0.153,-2.957,62,278,32
3.0,0.5,True,0.0,True,False,True,0.0,0.0,50.0,3,True,2.0,7,236,635,372,58.58,24.19,9.589,-3.405,-0.262,-0.153,-2.957,62,278,32
3.0,1.0,True,0.0,False,False,False,80.0,60.0,0.0,0,True,2.0,14,2283,1153,598,51.86,33.11,12.15,-6.454,-0.294,-0.153,-3.731,121,371,92
2.0,0.5,False,50.0,True,False,False,0.0,0.0,0.0,3,False,2.0,7,0,1070,634,59.25,28.39,7.156,-3.197,-0.258,-0.153,-3.849,158,442,27
2.0,0.5,False,50.0,True,False,False,0.0,0.0,50.0,3,False,2.0,7,0,1070,634,59.25,28.39,7.156,-3.197,-0.258,-0.153,-3.849,158,442,27
3.0,0.5,False,0.0,True,False,False,0.0,0.0,0.0,0,True,2.0,14,228,1490,888,59.6,23.42,10.242,-3.469,-0.257,-0.153,-4.564,182,664,27
2.0,0.5,False,50.0,False,False,True,80.0,60.0,0.0,0,False,2.0,7,0,398,259,65.08,28.96,7.129,-3.239,-0.236,-0.154,-2.475,65,182,12
3.0,1.0,False,0.0,True,True,False,0.0,0.0,0.0,3,False,2.0,14,0,519,315,60.69,40.95,8.079,-6.033,-0.254,-0.154,-2.736,117,172,21
3.0,1.0,False,0.0,True,True,False,0.0,0.0,50.0,3,False,2.0,14,0,519,315,60.69,40.95,8.079,-6.033,-0.254,-0.154,-2.736,117,172,21
2.0,0.5,False,0.0,True,False,True,0.0,0.0,0.0,0,False,2.0,14,0,693,462,66.67,27.92,8.253,-3.517,-0.231,-0.154,-3.307,119,331,12
3.0,1.0,False,0.0,True,False,False,80.0,60.0,0.0,3,False,2.0,7,0,845,485,57.4,44.95,6.234,-5.578,-0.269,-0.154,-3.396,166,221,88
3.0,1.0,False,0.0,True,False,False,80.0,60.0,50.0,3,False,2.0,7,0,845,485,57.4,44.95,6.234,-5.578,-0.269,-0.154,-3.396,166,221,88
3.0,1.0,False,0.0,False,False,False,80.0,0.0,0.0,0,False,2.0,7,0,2427,1401,57.73,45.4,7.282,-6.543,-0.267,-0.154,-5.764,450,653,285
2.0,1.0,False,0.0,True,True,True,0.0,0.0,0.0,3,True,2.0,14,256,211,138,65.4,29.71,13.97,-6.241,-0.237,-0.155,-1.817,31,87,20
2.0,1.0,False,0.0,True,True,True,0.0,0.0,50.0,3,True,2.0,14,256,211,138,65.4,29.71,13.97,-6.241,-0.237,-0.155,-1.817,31,87,20
3.0,0.5,False,50.0,True,True,False,0.0,0.0,0.0,0,False,2.0,7,0,477,293,61.43,27.3,7.271,-3.078,-0.252,-0.155,-2.651,67,209,12
2.0,0.5,False,50.0,False,True,False,0.0,0.0,0.0,3,False,2.0,7,0,482,297,61.62,27.61,7.125,-3.065,-0.252,-0.155,-2.673,73,210,10
2.0,0.5,False,50.0,False,True,False,0.0,0.0,50.0,3,False,2.0,7,0,482,297,61.62,27.61,7.125,-3.065,-0.252,-0.155,-2.673,73,210,10
2.0,1.0,True,0.0,False,False,False,80.0,60.0,0.0,0,False,2.0,14,0,1175,678,57.7,42.18,8.482,-6.654,-0.269,-0.155,-4.048,250,369,48
2.0,0.5,True,50.0,True,True,True,0.0,0.0,0.0,3,True,2.0,14,38,171,120,70.18,21.67,10.754,-3.258,-0.222,-0.156,-1.707,26,94,0
2.0,0.5,True,50.0,True,True,True,0.0,0.0,50.0,3,True,2.0,14,38,171,120,70.18,21.67,10.754,-3.258,-0.222,-0.156,-1.707,26,94,0
3.0,1.0,True,50.0,True,True,True,0.0,0.0,0.0,0,False,2.0,7,0,203,137,67.49,43.8,7.808,-6.495,-0.231,-0.156,-1.822,49,74,14
3.0,0.5,True,0.0,True,True,True,0.0,0.0,0.0,3,True,2.0,7,41,225,148,65.78,23.65,9.894,-3.375,-0.237,-0.156,-1.898,28,113,7
3.0,0.5,True,0.0,True,True,True,0.0,0.0,50.0,3,True,2.0,7,41,225,148,65.78,23.65,9.894,-3.375,-0.237,-0.156,-1.898,28,113,7
3.0,0.5,True,50.0,True,True,False,0.0,60.0,0.0,3,False,2.0,7,0,340,190,55.88,25.79,7.451,-2.966,-0.279,-0.156,-2.151,41,138,8
3.0,0.5,True,50.0,True,True,False,0.0,60.0,50.0,3,False,2.0,7,0,340,190,55.88,25.79,7.451,-2.966,-0.279,-0.156,-2.151,41,138,8
3.0,0.5,True,0.0,False,True,False,80.0,0.0,0.0,3,False,2.0,7,0,628,382,60.83,28.8,7.414,-3.358,-0.256,-0.156,-3.043,80,267,31
3.0,0.5,True,0.0,False,True,False,80.0,0.0,50.0,3,False,2.0,7,0,628,382,60.83,28.8,7.414,-3.358,-0.256,-0.156,-3.043,80,267,31
2.0,0.5,True,0.0,False,False,True,80.0,0.0,0.0,0,False,2.0,7,0,784,480,61.22,28.33,8.007,-3.52,-0.254,-0.156,-3.408,106,341,33
3.0,0.5,False,0.0,False,False,True,80.0,0.0,0.0,0,False,2.0,14,0,809,484,59.83,25.83,9.061,-3.506,-0.26,-0.156,-3.422,120,356,8
3.0,1.0,False,50.0,True,True,False,0.0,60.0,0.0,0,False,2.0,7,0,398,250,62.81,44.8,6.469,-5.702,-0.249,-0.157,-2.476,88,126,29
2.0,0.5,True,50.0,True,False,False,0.0,0.0,0.0,3,True,2.0,7,314,1056,612,57.95,24.18,8.776,-3.157,-0.271,-0.157,-3.883,103,449,50
2.0,0.5,True,50.0,True,False,False,0.0,0.0,50.0,3,True,2.0,7,314,1056,612,57.95,24.18,8.776,-3.157,-0.271,-0.157,-3.883,103,449,50
2.0,1.0,False,0.0,True,True,False,0.0,60.0,0.0,3,False,2.0,7,0,368,226,61.41,44.25,6.809,-5.866,-0.258,-0.158,-2.379,80,112,29
2.0,1.0,False,0.0,True,True,False,0.0,60.0,50.0,3,False,2.0,7,0,368,226,61.41,44.25,6.809,-5.866,-0.258,-0.158,-2.379,80,112,29
3.0,0.5,True,0.0,False,False,True,80.0,60.0,0.0,3,False,2.0,14,0,385,240,62.34,25.83,8.135,-3.176,-0.254,-0.158,-2.451,59,178,3
3.0,0.5,True,0.0,False,False,True,80.0,60.0,50.0,3,False,2.0,14,0,385,240,62.34,25.83,8.135,-3.176,-0.254,-0.158,-2.451,59,178,3
