symbol,tier,entry_date,entry_price,stop_loss,tp_level,raw_rr,r1,r2,r3,r1_hit,r1_days,r2_hit,r2_days,r3_hit,r3_days,sl_hit,sl_days,tp_hit_before_sl,r1_hit_before_sl,r2_hit_before_sl,exit_date,exit_reason,exit_price,hold_days,pnl_r1,pnl_r2,close_d5,close_d7,close_d10,close_d14,close_d21,f_btc_rsi_floor,f_token_rsi_momentum,f_rr_min,f_di_bullish,f_adx_trend,f_mt_regime,f_bollinger,f_rvol,f_rsi_cap,btc_rsi,token_rsi,adx,di_plus,di_minus,mt_regime
ARB,all,2024-10-29,0.5226,0.485,0.57,1.43,0.57,0.0,0.0,True,2,False,0,False,0,True,6,True,True,False,2024-11-03,SL,0.485,6,9.07,-7.19,0.5045,0.0,0.0,0.0,0.0,True,False,True,False,False,True,True,False,True,58.11,38.2,16.44,17.18,26.23,T
DOT,all,2024-10-30,4.193,3.97,4.43,1.09,4.43,4.7,5.04,False,0,False,0,False,0,True,2,False,False,False,2024-10-31,SL,3.97,2,-5.32,-5.32,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,True,True,67.89,37.11,14.44,21.52,24.21,T
LTC,top_20,2024-11-03,69.2,65.5,79.5,2.78,79.5,84.0,94.0,False,0,False,0,False,0,True,1,False,False,False,2024-11-03,SL,65.5,1,-5.35,-5.35,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False,True,True,False,True,60.89,47.46,12.75,20.12,21.4,U
OP,all,2024-11-04,1.432,1.2,1.64,0.91,1.64,1.81,0.0,True,4,True,8,False,0,False,0,True,True,True,2024-12-03,TIMEOUT,2.55,30,14.53,26.4,1.579,1.641,1.621,1.678,2.201,True,False,False,False,False,True,True,True,True,52.51,26.68,13.79,17.82,30.51,T
LTC,top_20,2024-11-05,65.56,62.0,72.0,1.81,72.0,79.5,84.0,True,3,True,7,True,10,False,0,True,True,True,2024-12-04,TIMEOUT,133.69,30,9.82,21.26,73.98,80.03,82.38,89.22,92.26,True,False,True,False,False,True,True,False,True,55.27,40.18,14.12,16.81,27.63,T
AVAX,top_20,2024-11-05,22.72,21.2,25.8,2.03,25.8,28.8,31.9,True,2,True,5,True,6,False,0,True,True,True,2024-12-04,TIMEOUT,52.76,30,13.56,26.76,30.36,35.71,31.21,35.48,41.31,True,False,True,False,True,True,True,False,True,55.27,31.91,21.45,12.65,32.28,T
TAO,selected,2024-11-05,419.5,320,485,0.65,485,535,578.2,True,2,True,2,True,7,False,0,True,True,True,2024-12-04,TIMEOUT,655.6,30,15.61,27.53,516.3,606.2,494.9,511.5,546.0,True,False,False,False,True,True,True,False,True,55.27,25.7,22.57,13.91,28.12,T
NEAR,selected,2024-11-05,3.62,2.85,4.13,0.66,4.13,4.42,4.72,True,2,True,5,True,6,False,0,True,True,True,2024-12-04,TIMEOUT,7.47,30,14.09,22.1,4.639,5.562,5.415,6.021,6.46,True,False,False,False,True,True,True,False,True,55.27,25.02,21.94,13.25,33.59,T
APT,all,2024-11-05,8.06,6.23,10.2,1.17,10.2,0.0,0.0,True,5,False,0,False,0,False,0,True,True,False,2024-12-04,TIMEOUT,14.14,30,26.55,75.43,10.44,13.72,11.24,12.05,11.82,True,False,False,False,True,True,True,False,True,55.27,36.47,24.12,18.18,29.75,T
STX,all,2024-11-05,1.457,1.31,1.81,2.33,1.81,1.93,0.0,True,6,True,7,False,0,False,0,True,True,True,2024-12-04,TIMEOUT,2.689,30,24.23,32.46,1.728,2.194,1.805,1.944,2.115,True,False,True,False,False,True,True,False,True,55.27,34.35,19.19,16.4,34.05,T
JUP,all,2024-11-05,0.8574,0.59,1.03,0.63,1.03,1.17,0.0,True,2,True,5,False,0,False,0,True,True,True,2024-12-04,TIMEOUT,1.2851,30,20.13,36.46,1.2161,1.2418,1.0672,1.1755,1.0671,True,False,False,False,True,True,True,False,True,55.27,32.67,22.59,18.16,23.8,T
UNI,all,2024-11-06,7.197,6.25,7.9,0.74,7.9,9.14,9.75,True,1,True,1,True,7,False,0,True,True,True,2024-12-05,TIMEOUT,15.025,30,9.77,27.0,9.212,8.942,8.568,9.399,10.874,True,False,False,False,True,True,True,False,True,59.46,44.88,20.69,18.54,23.11,T
ATOM,all,2024-11-06,4.203,3.92,4.56,1.29,4.56,4.85,5.18,True,2,True,5,True,5,False,0,True,True,True,2024-12-05,TIMEOUT,9.571,30,8.49,15.39,5.268,5.306,5.261,6.26,8.011,True,False,True,False,False,True,True,False,True,59.46,42.06,15.06,19.32,25.55,T
XRP,top_20,2024-11-07,0.5418,0.506,0.58,1.18,0.58,0.597,0.0,True,4,True,4,False,0,False,0,True,True,True,2024-12-06,TIMEOUT,2.4257,30,7.05,10.19,0.6207,0.6898,1.1209,1.1041,1.4696,True,True,False,False,True,True,True,True,True,71.79,65.06,20.85,22.98,23.24,T
XLM,top_20,2024-11-07,0.0971,0.09,0.11,1.0,0.101,0.11,0.12,True,1,True,4,True,6,False,0,True,True,True,2024-12-06,TIMEOUT,0.4957,30,4.02,13.29,0.1147,0.1242,0.2207,0.2474,0.4833,True,False,False,True,False,True,False,True,True,71.79,58.18,17.58,22.59,21.01,T
ARB,all,2024-11-07,0.5485,0.485,0.68,2.0,0.68,0.8,0.0,True,6,True,15,False,0,False,0,True,True,True,2024-12-06,TIMEOUT,1.1735,30,23.97,45.85,0.6712,0.6119,0.7251,0.6721,0.9678,True,False,True,True,False,True,True,True,True,71.79,57.38,16.31,25.89,24.51,T
MKR,all,2024-11-07,1385.0,1290,1569,1.94,1569,1757,1965,True,1,True,17,True,19,False,0,True,True,True,2024-12-06,TIMEOUT,2209.0,30,13.29,26.86,1537.0,1487.0,1503.0,1491.0,1868.0,True,True,True,True,True,True,False,True,True,71.79,73.89,29.33,35.11,21.97,T
TRX,top_20,2024-11-08,0.1601,0.15,0.17,1.0,0.17,0.0,0.0,True,5,False,0,False,0,False,0,True,True,False,2024-12-07,TIMEOUT,0.3188,30,6.18,99.13,0.1873,0.1765,0.1993,0.1985,0.2032,True,False,False,True,True,True,True,False,True,68.81,39.04,25.36,24.37,22.5,T
PAXG,top_20,2024-11-08,2707.0,2637,2784,1.07,2784,0.0,0.0,False,0,False,0,False,0,True,4,False,False,False,2024-11-11,SL,2637,4,-2.59,-2.59,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,True,True,True,68.81,40.17,39.28,11.64,26.39,U
ALGO,all,2024-11-08,0.1227,0.11,0.13,1.0,0.13,0.139,0.15,True,1,True,3,True,3,False,0,True,True,True,2024-12-07,TIMEOUT,0.5091,30,5.95,13.28,0.1541,0.1457,0.1838,0.2142,0.3226,True,False,False,True,False,True,True,True,True,68.81,56.38,19.46,25.01,24.02,T
HBAR,top_20,2024-11-09,0.05216,0.0425,0.06,1.33,0.06,0.07,0.078,True,4,True,4,True,8,False,0,True,True,True,2024-12-08,TIMEOUT,0.33284,30,15.03,34.2,0.05948,0.0724,0.1443,0.14681,0.17779,True,False,True,True,False,True,True,True,True,63.93,57.33,16.75,30.48,22.22,T
DOT,all,2024-11-09,4.324,3.97,4.7,1.03,4.7,5.04,5.34,True,2,True,2,True,2,False,0,True,True,True,2024-12-08,TIMEOUT,10.392,30,8.7,16.56,5.073,5.161,6.008,6.63,9.026,True,False,False,True,False,True,True,True,True,63.93,56.51,16.93,28.11,21.16,T
TON,top_20,2024-11-10,5.242,4.92,5.98,2.31,5.98,6.7,7.25,True,14,True,21,False,0,False,0,True,True,True,2024-12-09,TIMEOUT,5.778,30,14.08,27.81,5.236,5.648,5.447,6.313,6.821,True,True,True,True,True,True,False,True,True,66.26,62.73,29.13,29.75,21.54,T
RENDER,all,2024-11-10,5.306,4.6,6.67,1.92,6.67,0.0,0.0,True,2,False,0,False,0,False,0,True,True,False,2024-12-09,TIMEOUT,8.911,30,25.71,67.94,6.569,7.036,7.881,7.669,8.887,True,False,True,True,True,True,False,False,True,66.26,58.3,24.15,22.07,21.46,T
ICP,all,2024-11-11,9.002,7.8,9.6,0.5,9.6,10.8,12.4,True,2,True,12,True,15,False,0,True,True,True,2024-12-10,TIMEOUT,11.785,30,6.64,19.97,8.68,8.986,8.833,11.642,12.771,True,True,False,True,False,True,False,True,True,83.68,68.84,14.36,32.01,14.44,T
QNT,all,2024-11-11,67.5,63.8,74.5,1.97,74.5,78.0,83.0,False,0,False,0,False,0,True,2,False,False,False,2024-11-12,SL,63.8,2,-5.48,-5.48,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,False,True,True,83.68,76.77,29.6,28.9,20.34,T
FIL,all,2024-11-12,4.411,3.95,4.7,0.63,4.7,4.93,5.4,False,0,False,0,False,0,True,2,False,False,False,2024-11-13,SL,3.95,2,-10.45,-10.45,0.0,0.0,0.0,0.0,0.0,True,True,False,True,False,True,False,True,False,92.67,85.23,18.45,32.82,14.63,T
ENA,all,2024-11-12,0.635,0.555,0.74,1.18,0.74,0.83,0.0,False,0,False,0,False,0,True,1,False,False,False,2024-11-12,SL,0.555,1,-12.6,-12.6,0.0,0.0,0.0,0.0,0.0,True,True,False,True,True,True,False,True,False,92.67,85.89,30.98,39.2,8.55,U
ETH,top_3,2024-11-13,3243.79,2962,3520,0.98,3520,3882,0.0,True,13,True,22,False,0,False,0,True,True,True,2024-12-12,TIMEOUT,3881.61,30,8.52,19.67,3076.0,3107.44,3327.78,3324.73,3614.51,True,True,False,True,True,True,False,True,False,90.35,81.31,27.51,41.91,10.61,U
BNB,selected,2024-11-13,625.42,563.2,660,0.56,660,710,0.0,True,2,True,21,False,0,False,0,True,True,True,2024-12-12,TIMEOUT,705.77,30,5.53,13.52,618.9,615.5,633.0,613.51,734.64,True,True,False,True,True,True,False,True,True,90.35,67.91,20.05,27.01,11.86,U
PAXG,top_20,2024-11-13,2559.0,2513,2663,2.26,2663,2737,2783,True,9,True,11,False,0,False,0,True,True,True,2024-12-12,TIMEOUT,2678.0,30,4.06,6.96,2579.0,2643.0,2721.0,2637.0,2635.0,True,False,True,False,True,True,True,True,True,90.35,18.0,42.63,7.13,35.6,T
DOGE,selected,2024-11-14,0.39899,0.219,0.439,0.22,0.439,0.0,0.0,True,10,False,0,False,0,False,0,True,True,False,2024-12-13,TIMEOUT,0.40901,30,10.03,2.51,0.37113,0.37778,0.43015,0.40093,0.43274,True,True,False,True,True,True,False,True,False,93.47,98.73,52.42,52.83,3.13,U
LINK,selected,2024-11-14,13.49,10.8,18.2,1.76,18.2,19.6,0.0,True,10,True,19,False,0,False,0,True,True,True,2024-12-13,TIMEOUT,28.99,30,34.91,45.29,15.26,14.24,17.38,18.66,24.07,True,True,True,True,True,True,True,True,True,93.47,70.67,27.28,31.65,13.65,U
AAVE,all,2024-11-14,173.2,155,193.4,1.11,193.4,0.0,0.0,False,0,False,0,False,0,True,2,False,False,False,2024-11-15,SL,155,2,-10.51,-10.51,0.0,0.0,0.0,0.0,0.0,True,True,False,True,True,True,True,True,True,93.47,69.48,24.57,26.91,19.55,U
POL,all,2024-11-14,0.3762,0.33,0.41,0.6,0.41,0.0,0.0,True,3,False,0,False,0,False,0,True,True,False,2024-12-13,TIMEOUT,0.6218,30,8.98,65.28,0.4572,0.4314,0.5708,0.5806,0.7088,True,True,False,True,True,True,True,True,True,93.47,67.8,36.75,30.49,17.01,T
BTC,top_3,2024-11-15,87325.59,80500,93000,0.83,93000,0.0,0.0,True,5,False,0,False,0,False,0,True,True,False,2024-12-14,TIMEOUT,101420.0,30,6.5,16.14,92310.79,98317.12,97900.04,95643.98,96945.63,True,True,False,True,True,True,False,False,False,86.11,86.11,38.6,41.85,6.47,U
FIL,all,2024-11-15,3.856,3.35,4.42,1.1,4.42,4.93,5.4,True,2,True,8,True,9,False,0,True,True,True,2024-12-14,TIMEOUT,6.433,30,14.63,27.85,4.433,4.529,5.724,5.81,7.693,True,True,False,True,True,True,True,False,True,86.11,67.28,21.14,27.13,16.86,T
VET,all,2024-11-15,0.02426,0.0148,0.03,1.92,0.03,0.035,0.0,True,2,True,8,False,0,False,0,True,True,True,2024-12-14,TIMEOUT,0.05706,30,23.66,44.27,0.03364,0.03214,0.04533,0.04179,0.06508,True,True,True,True,True,True,True,True,True,86.11,68.35,24.38,30.42,14.62,T
QNT,all,2024-11-16,66.1,60.2,78.0,2.07,78.0,83.0,92.0,True,1,True,1,True,1,False,0,True,True,True,2024-12-15,TIMEOUT,140.4,30,18.0,25.57,87.9,92.1,96.0,98.0,160.6,True,True,True,True,True,True,False,False,True,87.15,66.19,22.84,20.6,20.44,T
AAVE,all,2024-11-17,168.96,135.8,193.4,0.74,193.4,0.0,0.0,True,11,False,0,False,0,False,0,True,True,False,2024-12-16,TIMEOUT,379.32,30,14.46,124.5,169.23,174.45,181.6,211.77,282.2,True,False,False,True,True,True,True,False,True,82.09,47.0,20.49,25.41,22.3,U
SOL,top_3,2024-11-26,234.18,215.7,252.7,1.0,252.7,0.0,0.0,False,0,False,0,False,0,True,8,False,False,False,2024-12-03,SL,215.7,8,-7.89,-7.89,237.6,225.72,0.0,0.0,0.0,True,True,False,True,True,True,True,False,True,55.98,60.45,43.48,25.31,14.68,U
WLD,all,2024-11-27,2.35,1.55,2.95,0.75,2.95,3.26,0.0,True,2,True,4,False,0,False,0,True,True,True,2024-12-26,TIMEOUT,2.186,30,25.53,38.72,3.402,3.296,3.917,2.833,2.708,True,False,False,True,True,True,True,False,True,54.02,49.14,23.73,24.65,13.55,U
FET,all,2024-11-27,1.378,0.824,1.77,0.7,1.77,0.0,0.0,True,4,False,0,False,0,False,0,True,True,False,2024-12-26,TIMEOUT,1.266,30,28.45,-8.13,1.842,1.91,2.135,1.681,1.611,True,False,False,True,False,True,True,False,True,54.02,53.77,14.85,22.76,17.44,T
INJ,all,2024-11-27,30.8,26.9,36.8,1.53,36.8,42.8,0.0,False,0,False,0,False,0,True,13,False,False,False,2024-12-09,SL,26.9,13,-12.66,-12.66,29.99,33.34,34.02,0.0,0.0,True,True,True,True,True,True,False,True,True,54.02,65.91,26.69,26.24,10.71,U
SEI,all,2024-11-27,0.6938,0.536,0.83,0.91,0.83,0.93,0.0,False,0,False,0,False,0,True,13,False,False,False,2024-12-09,SL,0.536,13,-22.74,-22.74,0.6534,0.6938,0.7061,0.0,0.0,True,True,False,True,True,True,False,True,True,54.02,70.78,30.63,30.62,8.47,U
ENA,all,2024-11-30,0.7906,0.56,1.13,1.48,1.13,0.0,0.0,True,8,False,0,False,0,False,0,True,True,False,2024-12-29,TIMEOUT,0.9432,30,42.93,19.3,0.9072,1.0469,1.0053,0.9971,1.1813,True,True,True,True,True,True,False,False,True,62.94,78.13,45.84,29.96,8.32,U
SUI,selected,2024-12-03,3.3896,2.29,3.72,0.3,3.72,0.0,0.0,True,1,False,0,False,0,False,0,True,True,False,2025-01-01,TIMEOUT,4.2847,30,9.75,26.41,4.2589,3.8379,4.6209,4.6286,4.7163,False,False,False,False,True,True,True,False,True,40.75,40.07,22.7,13.6,17.28,U
SOL,top_3,2024-12-05,229.15,200,265,1.23,265,0.0,0.0,False,0,False,0,False,0,True,15,False,False,False,2024-12-19,SL,200,15,-12.72,-12.72,216.63,227.29,219.93,206.53,0.0,True,False,True,False,True,True,True,False,True,51.93,34.07,29.12,16.17,19.44,U
ADA,top_20,2024-12-05,1.1871,1.02,1.33,0.82,1.33,0.0,0.0,False,0,False,0,False,0,True,5,False,False,False,2024-12-09,SL,1.02,5,-14.08,-14.08,1.0034,0.0,0.0,0.0,0.0,True,True,False,True,True,True,False,False,True,51.93,73.31,60.21,36.92,6.08,U
OP,all,2024-12-05,2.548,1.71,2.94,0.46,2.94,3.36,0.0,False,0,False,0,False,0,True,16,False,False,False,2024-12-20,SL,1.71,16,-32.89,-32.89,2.239,2.334,2.439,2.156,0.0,True,True,False,True,True,True,True,False,True,51.93,70.08,40.88,26.95,7.53,U
AVAX,top_20,2024-12-06,50.29,45,55.8,1.04,55.8,0.0,0.0,False,0,False,0,False,0,True,4,False,False,False,2024-12-09,SL,45,4,-10.52,-10.52,0.0,0.0,0.0,0.0,0.0,True,True,False,True,True,True,False,False,True,63.53,73.95,47.24,34.94,10.43,U
STX,all,2024-12-06,2.747,1.81,3.62,0.93,3.62,0.0,0.0,False,0,False,0,False,0,True,14,False,False,False,2024-12-19,SL,1.81,14,-34.11,-34.11,2.18,2.344,2.455,1.79,0.0,True,True,False,True,True,True,False,True,False,63.53,95.79,38.23,35.21,7.29,U
JUP,all,2024-12-06,1.3508,1.03,1.74,1.22,1.74,0.0,0.0,False,0,False,0,False,0,True,4,False,False,False,2024-12-09,SL,1.03,4,-23.75,-23.75,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,False,True,False,63.53,81.81,27.09,24.61,7.74,U
ATOM,all,2024-12-07,10.393,8.9,11.8,0.95,11.8,0.0,0.0,False,0,False,0,False,0,True,3,False,False,False,2024-12-09,SL,8.9,3,-14.37,-14.37,0.0,0.0,0.0,0.0,0.0,True,True,False,True,True,True,False,False,False,73.87,82.09,60.08,37.16,4.79,U
LTC,top_20,2024-12-08,133.79,95.5,146.8,0.34,146.8,0.0,0.0,False,0,False,0,False,0,True,12,False,False,False,2024-12-19,SL,95.5,12,-28.62,-28.62,119.24,118.21,125.63,0.0,0.0,True,True,False,True,True,True,False,False,False,65.9,84.91,55.65,34.69,3.33,U
ARB,all,2024-12-08,1.1635,0.87,1.74,2.0,1.74,0.0,0.0,False,0,False,0,False,0,True,2,False,False,False,2024-12-09,SL,0.87,2,-25.23,-25.23,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,False,False,True,65.9,74.63,65.24,33.85,2.06,U
MKR,all,2024-12-08,2166.0,1978,2740,3.05,2740,3050,0.0,False,0,False,0,False,0,True,2,False,False,False,2024-12-09,SL,1978,2,-8.68,-8.68,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,False,False,True,65.9,65.75,63.95,35.73,8.75,U
TRX,top_20,2024-12-09,0.3183,0.168,0.433,0.74,0.433,0.0,0.0,False,0,False,0,False,0,False,0,False,False,False,2025-01-07,TIMEOUT,0.2526,30,-20.64,-20.64,0.2906,0.2856,0.2581,0.2442,0.2578,True,True,False,True,True,True,True,False,True,70.18,66.36,59.81,45.88,7.71,U
XLM,top_20,2024-12-09,0.4931,0.417,0.636,2.0,0.636,0.0,0.0,False,0,False,0,False,0,True,1,False,False,False,2024-12-09,SL,0.417,1,-15.43,-15.43,0.0,0.0,0.0,0.0,0.0,True,False,True,True,True,True,True,False,True,70.18,48.52,61.85,26.5,10.7,U
ALGO,all,2024-12-09,0.4969,0.323,0.613,0.64,0.613,0.0,0.0,False,0,False,0,False,0,True,11,False,False,False,2024-12-19,SL,0.323,11,-35.0,-35.0,0.4376,0.4322,0.3674,0.0,0.0,True,True,False,True,True,True,True,False,True,70.18,77.92,70.15,34.26,7.19,U
XRP,top_20,2024-12-10,2.2124,1.63,2.6,0.67,2.6,0.0,0.0,True,8,False,0,False,0,False,0,True,True,False,2025-01-08,TIMEOUT,2.3731,30,17.52,7.26,2.4005,2.4841,2.239,2.2617,2.0587,False,False,False,True,True,True,True,False,True,49.41,59.5,67.94,31.96,16.68,U
HBAR,top_20,2024-12-10,0.28015,0.17,0.367,0.79,0.367,0.0,0.0,False,0,False,0,False,0,False,0,False,False,False,2025-01-08,TIMEOUT,0.285,30,1.73,1.73,0.29425,0.28232,0.26766,0.29166,0.27862,False,True,False,True,True,True,True,False,True,49.41,64.72,65.05,38.56,19.31,U
TAO,selected,2024-12-10,597.7,460,715,0.85,715,0.0,0.0,False,0,False,0,False,0,True,10,False,False,False,2024-12-19,SL,460,10,-23.04,-23.04,560.5,541.3,447.4,0.0,0.0,False,False,False,False,True,True,True,True,True,49.41,47.34,26.93,16.67,32.71,U
UNI,all,2024-12-10,16.024,13.2,18.6,0.91,18.6,0.0,0.0,True,3,False,0,False,0,True,10,True,True,False,2024-12-19,SL,13.2,10,16.08,-17.62,16.75,16.233,12.726,0.0,0.0,False,True,False,True,True,True,True,False,True,49.41,67.43,60.37,32.46,17.02,U
DOT,all,2024-12-10,8.468,6.63,9.9,0.78,9.9,0.0,0.0,False,0,False,0,False,0,True,11,False,False,False,2024-12-20,SL,6.63,11,-21.71,-21.71,8.551,8.756,6.941,0.0,0.0,False,False,False,True,True,True,True,False,True,49.41,44.14,60.28,25.14,21.13,U
NEAR,selected,2024-12-10,6.504,4.72,7.25,0.42,7.25,0.0,0.0,True,3,False,0,False,0,True,11,True,True,False,2024-12-20,SL,4.72,11,11.47,-27.43,6.684,6.616,5.201,0.0,0.0,False,False,False,False,True,True,True,False,True,49.41,42.69,42.79,17.84,23.48,U
APT,all,2024-12-10,11.94,8.5,13.8,0.54,13.8,0.0,0.0,True,3,False,0,False,0,True,23,True,True,False,2025-01-01,SL,8.5,23,15.58,-28.81,13.42,13.93,11.38,9.7,8.88,False,False,False,False,True,True,True,False,True,49.41,38.67,34.88,19.5,29.78,U
ADA,top_20,2024-12-11,1.0215,0.82,1.19,0.85,1.19,1.32,0.0,False,0,False,0,False,0,True,10,False,False,False,2024-12-20,SL,0.82,10,-19.73,-19.73,1.0996,1.0522,0.9501,0.0,0.0,True,False,False,True,True,True,True,False,True,50.61,43.96,52.92,22.08,20.87,U
XLM,top_20,2024-12-11,0.4365,0.35,0.637,2.19,0.637,0.0,0.0,False,0,False,0,False,0,True,10,False,False,False,2024-12-20,SL,0.35,10,-19.82,-19.82,0.4304,0.4292,0.3751,0.0,0.0,True,False,True,True,True,True,True,False,True,50.61,34.11,53.42,20.68,20.41,U
AVAX,top_20,2024-12-11,44.6,35.8,54.0,1.07,54.0,0.0,0.0,True,2,False,0,False,0,True,10,True,True,False,2024-12-20,SL,35.8,10,21.08,-19.73,50.76,47.92,39.86,0.0,0.0,True,False,False,True,True,True,True,False,True,50.61,49.62,42.7,22.61,20.62,U
TON,top_20,2024-12-11,5.938,5.45,6.8,1.76,6.8,0.0,0.0,False,0,False,0,False,0,True,8,False,False,False,2024-12-18,SL,5.45,8,-8.22,-8.22,6.391,5.822,0.0,0.0,0.0,True,False,True,False,True,True,True,False,True,50.61,26.75,39.98,17.37,28.48,U
RENDER,all,2024-12-11,8.724,7.44,10.2,1.16,10.2,11.9,0.0,False,0,False,0,False,0,True,9,False,False,False,2024-12-19,SL,7.44,9,-14.72,-14.72,9.326,8.526,0.0,0.0,0.0,True,False,False,True,True,True,True,False,True,50.61,48.05,40.52,25.62,20.88,U
ATOM,all,2024-12-11,7.943,6.42,10.1,1.42,10.1,0.0,0.0,False,0,False,0,False,0,True,10,False,False,False,2024-12-20,SL,6.42,10,-19.17,-19.17,9.11,8.546,6.916,0.0,0.0,True,False,True,True,True,True,True,True,True,50.61,43.67,54.09,23.87,22.63,U
ARB,all,2024-12-11,0.9384,0.81,1.16,1.69,1.16,0.0,0.0,False,0,False,0,False,0,True,9,False,False,False,2024-12-19,SL,0.81,9,-13.68,-13.68,1.0168,0.9482,0.0,0.0,0.0,True,False,True,True,True,True,True,False,True,50.61,46.76,58.09,22.98,19.95,U
INJ,all,2024-12-11,27.06,22.4,33.2,1.32,33.2,36.8,0.0,False,0,False,0,False,0,True,9,False,False,False,2024-12-19,SL,22.4,9,-17.22,-17.22,28.59,26.88,0.0,0.0,0.0,True,False,True,False,True,True,True,False,True,50.61,36.99,33.83,14.75,23.02,U
SEI,all,2024-12-11,0.5502,0.46,0.69,1.56,0.69,0.0,0.0,False,0,False,0,False,0,True,9,False,False,False,2024-12-19,SL,0.46,9,-16.39,-16.39,0.5954,0.5278,0.0,0.0,0.0,True,False,True,False,True,True,True,False,True,50.61,26.87,31.94,16.35,26.72,U
JUP,all,2024-12-11,1.0506,0.8,1.26,0.84,1.26,0.0,0.0,False,0,False,0,False,0,True,10,False,False,False,2024-12-20,SL,0.8,10,-23.85,-23.85,1.1117,1.0312,0.8787,0.0,0.0,True,False,False,False,True,True,True,False,True,50.61,41.6,30.14,15.19,23.57,T
MKR,all,2024-12-11,1768.0,1490,2350,2.08,2350,0.0,0.0,False,0,False,0,False,0,True,19,False,False,False,2024-12-29,SL,1490,19,-15.72,-15.72,2052.0,1773.0,1697.0,1642.0,0.0,True,False,True,True,True,True,True,False,True,50.61,46.51,54.58,23.6,23.15,U
ICP,all,2024-12-12,13.159,9.2,18.8,1.42,18.8,0.0,0.0,False,0,False,0,False,0,True,9,False,False,False,2024-12-20,SL,9.2,9,-30.09,-30.09,12.681,11.088,0.0,0.0,0.0,True,False,True,True,True,True,True,False,True,60.4,52.4,40.09,21.97,20.4,U
PAXG,top_20,2024-12-14,2663.0,2513,2730,0.45,2730,2783,3300,False,0,False,0,False,0,False,0,False,False,False,2025-01-12,TIMEOUT,2697.0,30,1.28,1.28,2601.0,2630.0,2622.0,2643.0,2648.0,True,True,False,True,True,True,True,False,True,63.84,60.45,24.16,27.92,16.8,T
DOGE,selected,2024-12-15,0.39827,0.34,0.484,1.4,0.484,0.0,0.0,False,0,False,0,False,0,True,5,False,False,False,2024-12-19,SL,0.34,5,-14.63,-14.63,0.31431,0.0,0.0,0.0,0.0,True,False,True,True,True,True,True,False,True,58.14,39.2,43.83,20.83,17.43,U
POL,all,2024-12-15,0.6013,0.495,0.7,0.95,0.7,0.0,0.0,False,0,False,0,False,0,True,5,False,False,False,2024-12-19,SL,0.495,5,-17.68,-17.68,0.4752,0.0,0.0,0.0,0.0,True,False,False,True,True,True,True,False,True,58.14,30.7,37.79,23.75,22.29,U
FIL,all,2024-12-16,6.738,4.8,7.87,0.58,7.87,9.4,0.0,False,0,False,0,False,0,True,5,False,False,False,2024-12-20,SL,4.8,5,-28.76,-28.76,5.208,0.0,0.0,0.0,0.0,True,False,False,True,True,True,True,False,True,69.99,36.44,39.08,22.26,19.63,U
QNT,all,2024-12-17,133.2,99.0,160.7,0.81,160.7,0.0,0.0,False,0,False,0,False,0,True,4,False,False,False,2024-12-20,SL,99.0,4,-25.68,-25.68,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,True,True,False,True,67.95,26.09,44.45,24.3,16.69,U
BNB,selected,2024-12-18,717.7,647.8,795,1.11,795,0.0,0.0,False,0,False,0,False,0,True,3,False,False,False,2024-12-20,SL,647.8,3,-9.74,-9.74,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,True,True,False,True,67.92,39.35,24.09,21.95,15.42,U
ETH,top_3,2024-12-19,3626.8,3325,3900,0.91,3900,0.0,0.0,False,0,False,0,False,0,True,2,False,False,False,2024-12-20,SL,3325,2,-8.32,-8.32,0.0,0.0,0.0,0.0,0.0,False,False,False,True,True,True,True,False,True,47.96,33.82,30.05,22.45,21.81,U
LINK,selected,2024-12-19,24.85,18.9,29.1,0.71,29.1,0.0,0.0,False,0,False,0,False,0,True,26,False,False,False,2025-01-13,SL,18.9,26,-23.94,-23.94,24.55,24.44,21.99,21.73,20.44,False,False,False,True,True,True,True,False,True,47.96,46.11,43.81,27.43,19.78,U
VET,all,2024-12-19,0.05033,0.0418,0.06,1.22,0.06,0.0,0.0,False,0,False,0,False,0,True,2,False,False,False,2024-12-20,SL,0.0418,2,-16.95,-16.95,0.0,0.0,0.0,0.0,0.0,False,False,True,True,True,True,True,False,True,47.96,22.78,42.04,22.16,19.39,U
BTC,top_3,2024-12-20,97461.86,92000,108500,2.02,108500,0.0,0.0,False,0,False,0,False,0,True,11,False,False,False,2024-12-30,SL,92000,11,-5.6,-5.6,98663.58,95791.6,93738.2,0.0,0.0,True,False,True,True,True,True,True,True,True,50.44,50.44,37.31,22.89,22.43,U
AAVE,all,2024-12-20,315.0,181.6,380,0.49,380,0.0,0.0,True,4,False,0,False,0,False,0,True,True,False,2025-01-18,TIMEOUT,315.57,30,20.63,0.18,375.14,337.74,332.74,333.5,281.13,True,True,False,True,True,True,True,False,True,50.44,63.12,39.22,26.24,19.51,U
